Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Datetime,,,,,
2025-07-25 15:08:00+00:00,173.76739501953125,173.86000061035156,173.72000122070312,173.8249969482422,704099
2025-07-25 15:10:00+00:00,173.80999755859375,173.85000610351562,173.75180053710938,173.76499938964844,408708
2025-07-25 15:12:00+00:00,173.8800048828125,173.94000244140625,173.8000946044922,173.81500244140625,460368
2025-07-25 15:14:00+00:00,173.73500061035156,173.88499450683594,173.7301025390625,173.875,486255
2025-07-25 15:16:00+00:00,173.8740997314453,173.89999389648438,173.6999969482422,173.73500061035156,524504
2025-07-25 15:18:00+00:00,173.89999389648438,173.97999572753906,173.86000061035156,173.875,516174
2025-07-25 15:20:00+00:00,173.96499633789062,173.97830200195312,173.8300018310547,173.90499877929688,396132
2025-07-25 15:22:00+00:00,174.11000061035156,174.17999267578125,173.9051971435547,173.96530151367188,908170
2025-07-25 15:24:00+00:00,174.0198974609375,174.125,174.00010681152344,174.1199951171875,332315
2025-07-25 15:26:00+00:00,174.0198974609375,174.02000427246094,173.88999938964844,173.89999389648438,685893
2025-07-25 15:28:00+00:00,174.06809997558594,174.13999938964844,173.9600067138672,174.01499938964844,482166
2025-07-25 15:30:00+00:00,173.97999572753906,174.14999389648438,173.9615020751953,174.10000610351562,598243
2025-07-25 15:32:00+00:00,173.92990112304688,174.02000427246094,173.89999389648438,173.98519897460938,502247
2025-07-25 15:34:00+00:00,173.88499450683594,173.9499969482422,173.85000610351562,173.9250030517578,372916
2025-07-25 15:36:00+00:00,173.87010192871094,173.89500427246094,173.77999877929688,173.88499450683594,402504
2025-07-25 15:38:00+00:00,173.875,173.9250030517578,173.86000061035156,173.875,441690
2025-07-25 15:40:00+00:00,173.82000732421875,173.9600067138672,173.80999755859375,173.8800048828125,312828
2025-07-25 15:42:00+00:00,173.8509979248047,173.88999938964844,173.7949981689453,173.80999755859375,262052
2025-07-25 15:44:00+00:00,173.8365020751953,173.8699951171875,173.7899932861328,173.85009765625,262754
2025-07-25 15:46:00+00:00,173.8000030517578,173.84820556640625,173.75,173.8350067138672,339506
2025-07-25 15:48:00+00:00,173.9199981689453,173.9199981689453,173.7917938232422,173.7949981689453,302501
2025-07-25 15:50:00+00:00,174.01499938964844,174.05999755859375,173.9199981689453,173.9199981689453,427561
2025-07-25 15:52:00+00:00,174.0718994140625,174.09500122070312,173.99000549316406,174.02000427246094,313525
2025-07-25 15:54:00+00:00,174.02999877929688,174.1300048828125,174.0,174.07000732421875,290782
2025-07-25 15:56:00+00:00,174.08990478515625,174.1248016357422,174.02330017089844,174.02499389648438,218375
2025-07-25 15:58:00+00:00,174.01010131835938,174.10000610351562,174.00010681152344,174.0883026123047,568441
2025-07-25 16:00:00+00:00,174.02999877929688,174.125,173.9801025390625,174.00999450683594,278815
2025-07-25 16:02:00+00:00,174.08999633789062,174.1699981689453,174.0,174.02520751953125,350387
2025-07-25 16:04:00+00:00,174.214599609375,174.25,174.0800018310547,174.08999633789062,431831
2025-07-25 16:06:00+00:00,174.32470703125,174.3800048828125,174.22000122070312,174.22000122070312,534279
2025-07-25 16:08:00+00:00,174.35000610351562,174.3699951171875,174.32000732421875,174.3300018310547,306096
2025-07-25 16:10:00+00:00,174.23500061035156,174.36000061035156,174.2050018310547,174.3300018310547,2867315
2025-07-25 16:12:00+00:00,174.3800048828125,174.38999938964844,174.22999572753906,174.24000549316406,350856
2025-07-25 16:14:00+00:00,174.44500732421875,174.45989990234375,174.32000732421875,174.389892578125,500340
2025-07-25 16:16:00+00:00,174.3625946044922,174.52999877929688,174.33999633789062,174.44500732421875,669692
2025-07-25 16:18:00+00:00,174.2451934814453,174.3800048828125,174.22999572753906,174.3656005859375,273424
2025-07-25 16:20:00+00:00,174.2100067138672,174.25990295410156,174.16000366210938,174.24020385742188,359215
2025-07-25 16:22:00+00:00,174.3000030517578,174.38999938964844,174.1999969482422,174.2100067138672,367790
2025-07-25 16:24:00+00:00,174.39999389648438,174.4199981689453,174.2700958251953,174.3000030517578,307832
2025-07-25 16:26:00+00:00,174.43479919433594,174.44500732421875,174.360107421875,174.38999938964844,253533
2025-07-25 16:28:00+00:00,174.3800048828125,174.4499969482422,174.3800048828125,174.43519592285156,238938
2025-07-25 16:30:00+00:00,174.5,174.5,174.38870239257812,174.38999938964844,400670
2025-07-25 16:32:00+00:00,174.43499755859375,174.5,174.39999389648438,174.4949951171875,247754
2025-07-25 16:34:00+00:00,174.41000366210938,174.44000244140625,174.3800048828125,174.43519592285156,249650
2025-07-25 16:36:00+00:00,174.34500122070312,174.41000366210938,174.3300018310547,174.41000366210938,332329
2025-07-25 16:38:00+00:00,174.4123992919922,174.4199981689453,174.3350067138672,174.36000061035156,210783
2025-07-25 16:40:00+00:00,174.27999877929688,174.4152069091797,174.2718048095703,174.4149932861328,367328
2025-07-25 16:42:00+00:00,174.17979431152344,174.27850341796875,174.16000366210938,174.27850341796875,326237
2025-07-25 16:44:00+00:00,174.08999633789062,174.2100067138672,174.0850067138672,174.1649932861328,315989
2025-07-25 16:46:00+00:00,174.08999633789062,174.13999938964844,174.0500030517578,174.09500122070312,212920
2025-07-25 16:48:00+00:00,174.06500244140625,174.13999938964844,174.02000427246094,174.0850067138672,2347058
2025-07-25 16:50:00+00:00,174.14869689941406,174.1649932861328,174.00999450683594,174.06500244140625,301601
2025-07-25 16:52:00+00:00,174.31500244140625,174.32000732421875,174.1300048828125,174.13999938964844,387284
2025-07-25 16:54:00+00:00,174.34500122070312,174.38999938964844,174.3000030517578,174.31500244140625,440603
2025-07-25 16:56:00+00:00,174.2698974609375,174.35000610351562,174.2449951171875,174.34500122070312,252695
2025-07-25 16:58:00+00:00,174.19500732421875,174.27000427246094,174.18499755859375,174.2678985595703,208614
2025-07-25 17:00:00+00:00,174.05499267578125,174.19000244140625,174.02000427246094,174.19000244140625,353653
2025-07-25 17:02:00+00:00,174.110107421875,174.1300048828125,174.0500030517578,174.05520629882812,331313
2025-07-25 17:04:00+00:00,174.10499572753906,174.1999969482422,174.0800018310547,174.10499572753906,312323
2025-07-25 17:06:00+00:00,174.15499877929688,174.1699981689453,174.0850067138672,174.10499572753906,176185
2025-07-25 17:08:00+00:00,174.11000061035156,174.15829467773438,174.07000732421875,174.15829467773438,207114
2025-07-25 17:10:00+00:00,174.07000732421875,174.1199951171875,174.0301055908203,174.11000061035156,182786
2025-07-25 17:12:00+00:00,174.0800018310547,174.11000061035156,174.0500030517578,174.0749969482422,244498
2025-07-25 17:14:00+00:00,173.9600067138672,174.1199951171875,173.9600067138672,174.0718994140625,398513
2025-07-25 17:16:00+00:00,174.02999877929688,174.02999877929688,173.9250030517578,173.9635009765625,293654
2025-07-25 17:18:00+00:00,173.87989807128906,174.05999755859375,173.87159729003906,174.02999877929688,356419
2025-07-25 17:20:00+00:00,173.89999389648438,173.9499969482422,173.8300018310547,173.875,210821
2025-07-25 17:22:00+00:00,173.92999267578125,173.9600067138672,173.8800048828125,173.90499877929688,191810
2025-07-25 17:24:00+00:00,173.94500732421875,173.97999572753906,173.89999389648438,173.92999267578125,201901
2025-07-25 17:26:00+00:00,173.89999389648438,173.9600067138672,173.8800048828125,173.94500732421875,243166
2025-07-25 17:28:00+00:00,173.8843994140625,173.9199981689453,173.86000061035156,173.90499877929688,156662
2025-07-25 17:30:00+00:00,173.90499877929688,173.97000122070312,173.8800048828125,173.88499450683594,294438
2025-07-25 17:32:00+00:00,173.86500549316406,173.92999267578125,173.83999633789062,173.90420532226562,291588
2025-07-25 17:34:00+00:00,173.84500122070312,173.89999389648438,173.8000030517578,173.85800170898438,229525
2025-07-25 17:36:00+00:00,173.7550048828125,173.85000610351562,173.75,173.83999633789062,271221
2025-07-25 17:38:00+00:00,173.83799743652344,173.86000061035156,173.75,173.7534942626953,229150
2025-07-25 17:40:00+00:00,173.8686981201172,173.88999938964844,173.82000732421875,173.83999633789062,193952
2025-07-25 17:42:00+00:00,173.8448028564453,173.8686065673828,173.82000732421875,173.85850524902344,201170
2025-07-25 17:44:00+00:00,173.6649932861328,173.86000061035156,173.64999389648438,173.84840393066406,382815
2025-07-25 17:46:00+00:00,173.70480346679688,173.7100067138672,173.63999938964844,173.6652069091797,269434
2025-07-25 17:48:00+00:00,173.6300048828125,173.72000122070312,173.6300048828125,173.70809936523438,255207
2025-07-25 17:50:00+00:00,173.6645965576172,173.74000549316406,173.61000061035156,173.63180541992188,312689
2025-07-25 17:52:00+00:00,173.40499877929688,173.67999267578125,173.39199829101562,173.66000366210938,797364
2025-07-25 17:54:00+00:00,173.47000122070312,173.47999572753906,173.3000030517578,173.40499877929688,804683
2025-07-25 17:56:00+00:00,173.4949951171875,173.5399932861328,173.44000244140625,173.47000122070312,398563
2025-07-25 17:58:00+00:00,173.43499755859375,173.5399932861328,173.42999267578125,173.5,320460
2025-07-25 18:00:00+00:00,173.43499755859375,173.49000549316406,173.39999389648438,173.43519592285156,253775
2025-07-25 18:02:00+00:00,173.06500244140625,173.43649291992188,173.00999450683594,173.42999267578125,846344
2025-07-25 18:04:00+00:00,173.2523956298828,173.31500244140625,173.0615997314453,173.06500244140625,605815
2025-07-25 18:06:00+00:00,173.2498016357422,173.28500366210938,173.17999267578125,173.25,436021
2025-07-25 18:08:00+00:00,173.2050018310547,173.24850463867188,173.1300048828125,173.2449951171875,397932
2025-07-25 18:10:00+00:00,173.3300018310547,173.36000061035156,173.2050018310547,173.2050018310547,432641
2025-07-25 18:12:00+00:00,173.38169860839844,173.39999389648438,173.32000732421875,173.32479858398438,290809
2025-07-25 18:14:00+00:00,173.52999877929688,173.5500030517578,173.35000610351562,173.3800048828125,641708
2025-07-25 18:16:00+00:00,173.5601043701172,173.61000061035156,173.52000427246094,173.52999877929688,319013
2025-07-25 18:18:00+00:00,173.71499633789062,173.72000122070312,173.5399932861328,173.5601043701172,387783
2025-07-25 18:20:00+00:00,173.84500122070312,173.88999938964844,173.7100067138672,173.72000122070312,550077
2025-07-25 18:22:00+00:00,173.85479736328125,173.89999389648438,173.8000030517578,173.84500122070312,339521
2025-07-25 18:24:00+00:00,173.75,173.85000610351562,173.72999572753906,173.85000610351562,338935
2025-07-25 18:26:00+00:00,173.70179748535156,173.77999877929688,173.67999267578125,173.75,308607
2025-07-25 18:28:00+00:00,173.64999389648438,173.72000122070312,173.61000061035156,173.72000122070312,332903
2025-07-25 18:30:00+00:00,173.57000732421875,173.72999572753906,173.5399932861328,173.64999389648438,396266
2025-07-25 18:32:00+00:00,173.48500061035156,173.59840393066406,173.4600067138672,173.57119750976562,278576
2025-07-25 18:34:00+00:00,173.56500244140625,173.60000610351562,173.4918975830078,173.49989318847656,269055
2025-07-25 18:36:00+00:00,173.4600067138672,173.57000732421875,173.41000366210938,173.55999755859375,359812
2025-07-25 18:38:00+00:00,173.47000122070312,173.49000549316406,173.4250030517578,173.46560668945312,228048
2025-07-25 18:40:00+00:00,173.62989807128906,173.64999389648438,173.4499969482422,173.47500610351562,363496
2025-07-25 18:42:00+00:00,173.65179443359375,173.68519592285156,173.61000061035156,173.625,295219
2025-07-25 18:44:00+00:00,173.75,173.77999877929688,173.66000366210938,173.66900634765625,330471
2025-07-25 18:46:00+00:00,173.75770568847656,173.77499389648438,173.67999267578125,173.74000549316406,228959
2025-07-25 18:48:00+00:00,173.69500732421875,173.781005859375,173.69000244140625,173.7584991455078,236949
2025-07-25 18:50:00+00:00,173.67999267578125,173.6999969482422,173.60000610351562,173.69000244140625,302501
2025-07-25 18:52:00+00:00,173.58999633789062,173.67999267578125,173.55140686035156,173.6699981689453,310336
2025-07-25 18:54:00+00:00,173.60330200195312,173.63499450683594,173.52000427246094,173.5800018310547,273693
2025-07-25 18:56:00+00:00,173.67999267578125,173.67999267578125,173.55999755859375,173.59849548339844,282883
2025-07-25 18:58:00+00:00,173.64500427246094,173.6999969482422,173.6199951171875,173.67990112304688,315884
2025-07-25 19:00:00+00:00,173.8498992919922,173.85000610351562,173.63499450683594,173.64500427246094,416267
2025-07-25 19:02:00+00:00,173.8488006591797,173.85000610351562,173.8000030517578,173.85000610351562,261572
2025-07-25 19:04:00+00:00,173.71499633789062,173.847900390625,173.69000244140625,173.847900390625,273791
2025-07-25 19:06:00+00:00,173.8300018310547,173.8300018310547,173.67999267578125,173.7198944091797,279466
2025-07-25 19:08:00+00:00,173.8300018310547,173.8699951171875,173.77000427246094,173.8300018310547,333394
2025-07-25 19:10:00+00:00,173.90469360351562,173.94000244140625,173.82000732421875,173.8350067138672,439774
2025-07-25 19:12:00+00:00,173.97520446777344,173.99000549316406,173.89999389648438,173.908203125,391866
2025-07-25 19:14:00+00:00,173.9886932373047,174.0,173.94000244140625,173.97000122070312,471952
2025-07-25 19:16:00+00:00,173.9149932861328,174.0,173.89019775390625,173.99000549316406,299012
2025-07-25 19:18:00+00:00,174.0,174.05990600585938,173.8300018310547,173.9149932861328,514430
2025-07-25 19:20:00+00:00,174.0133056640625,174.05999755859375,173.9600067138672,174.0052032470703,305326
2025-07-25 19:22:00+00:00,173.97479248046875,174.0583953857422,173.94500732421875,174.01480102539062,286158
2025-07-25 19:24:00+00:00,173.99000549316406,174.0290069580078,173.9550018310547,173.97520446777344,282484
2025-07-25 19:26:00+00:00,173.94000244140625,174.02999877929688,173.91000366210938,173.9949951171875,308742
2025-07-25 19:28:00+00:00,173.7949981689453,173.94000244140625,173.75010681152344,173.93499755859375,474011
2025-07-25 19:30:00+00:00,173.77499389648438,173.86500549316406,173.77000427246094,173.7899932861328,329067
2025-07-25 19:32:00+00:00,173.8249969482422,173.8582000732422,173.74000549316406,173.77499389648438,413322
2025-07-25 19:34:00+00:00,173.9152069091797,173.97999572753906,173.82000732421875,173.8249969482422,387513
2025-07-25 19:36:00+00:00,173.9199981689453,173.99000549316406,173.89500427246094,173.91009521484375,398806
2025-07-25 19:38:00+00:00,173.7949981689453,173.92999267578125,173.76499938964844,173.9250030517578,411697
2025-07-25 19:40:00+00:00,173.8300018310547,173.8800048828125,173.74000549316406,173.7899932861328,329751
2025-07-25 19:42:00+00:00,173.65499877929688,173.83900451660156,173.6300048828125,173.83900451660156,452773
2025-07-25 19:44:00+00:00,173.63999938964844,173.70989990234375,173.61000061035156,173.64300537109375,448080
2025-07-25 19:46:00+00:00,173.75,173.75999450683594,173.6300048828125,173.64999389648438,491965
2025-07-25 19:48:00+00:00,173.6219940185547,173.7425994873047,173.58999633789062,173.74000549316406,452976
2025-07-25 19:50:00+00:00,173.66709899902344,173.80999755859375,173.58999633789062,173.6300048828125,897509
2025-07-25 19:52:00+00:00,173.52499389648438,173.6649932861328,173.44500732421875,173.6649932861328,971331
2025-07-25 19:54:00+00:00,173.38999938964844,173.60000610351562,173.25,173.52999877929688,1573092
2025-07-25 19:56:00+00:00,173.42999267578125,173.47500610351562,173.30999755859375,173.38999938964844,1232475
2025-07-25 19:58:00+00:00,173.49000549316406,173.60000610351562,173.39500427246094,173.43780517578125,2936479
