Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1995-06-19 00:00:00-04:00,3.3427957170295657,3.443965573078634,3.3284286924980044,3.440972089767456,78982400,0.0,0.0
1995-06-20 00:00:00-04:00,3.46252282138989,3.500835657119751,3.438577006754988,3.500835657119751,56670400,0.0,0.0
1995-06-21 00:00:00-04:00,3.519991577867531,3.5391479930270617,3.448154728715591,3.467311143875122,57224000,0.0,0.0
1995-06-22 00:00:00-04:00,3.4721013031071086,3.524781164070707,3.4721013031071086,3.5199923515319824,46296000,0.0,0.0
1995-06-23 00:00:00-04:00,3.476889823498943,3.531964816863615,3.4577334057386184,3.491257429122925,46356800,0.0,0.0
1995-06-26 00:00:00-04:00,3.4864687056262516,3.491258103294917,3.4289994412477967,3.438577651977539,41048000,0.0,0.0
1995-06-27 00:00:00-04:00,3.4289989355403816,3.4673117728089893,3.323638633051711,3.328428030014038,66004800,0.0,0.0
1995-06-28 00:00:00-04:00,3.3236377653487996,3.409841626697904,3.251801506528221,3.3667399883270264,107286400,0.0,0.0
1995-06-29 00:00:00-04:00,3.3715305678121443,3.438578050694772,3.3715305678121443,3.424211025238037,57643200,0.0,0.0
1995-06-30 00:00:00-04:00,3.433787173207885,3.4864670143630145,3.433787173207885,3.46252179145813,53342400,0.0,0.0
1995-07-03 00:00:00-04:00,3.481679325042477,3.4912575342109466,3.4625229067055376,3.4840738773345947,16763200,0.0,0.0
1995-07-05 00:00:00-04:00,3.5104153788245576,3.524782406110818,3.462524313524139,3.474497079849243,48547200,0.0,0.0
1995-07-06 00:00:00-04:00,3.472099554731385,3.5630922086155317,3.462521349869515,3.553514003753662,47070400,0.0,0.0
1995-07-07 00:00:00-04:00,3.558304993926228,3.663665294647217,3.553515597044255,3.663665294647217,66699200,0.0,0.0
1995-07-10 00:00:00-04:00,3.678031627937124,3.821704738403418,3.668453420572704,3.7881813049316406,111982400,0.0,0.0
1995-07-11 00:00:00-04:00,3.7929707042911507,3.7977601010194975,3.6971886157989498,3.69718861579895,78227200,0.0,0.0
1995-07-12 00:00:00-04:00,3.706765637101756,3.831282312249877,3.706765637101756,3.826493501663208,94675200,0.0,0.0
1995-07-13 00:00:00-04:00,3.836073637008667,3.888753502996704,3.7594479522205546,3.836073637008667,84811200,0.0,0.0
1995-07-14 00:00:00-04:00,3.7642358658988506,3.9701676368713374,3.7546576575886754,3.970167636871338,89905600,0.0,0.0
1995-07-17 00:00:00-04:00,4.128210138837132,4.185679421512359,4.080319069941109,4.176101207733154,155830400,0.0,0.0
1995-07-18 00:00:00-04:00,4.099472010365342,4.104261405484828,3.8791732808363633,3.9031190872192383,289624000,0.0,0.0
1995-07-19 00:00:00-04:00,3.7163451209900873,3.7833925845131042,3.3906860124497187,3.62056303024292,305092800,0.0,0.0
1995-07-20 00:00:00-04:00,3.649298907188036,3.730714004507886,3.601407845413915,3.6828229427337646,177848000,0.0,0.0
1995-07-21 00:00:00-04:00,3.601405931555707,3.678031589673913,3.5152020661727246,3.5247802734375,169257600,0.0,0.0
1995-07-24 00:00:00-04:00,3.5487271074007563,3.591828760219619,3.5295706873462516,3.5870399475097656,94811200,0.0,0.0
1995-07-25 00:00:00-04:00,3.658876662534986,3.7402917496857757,3.6397202402180486,3.6924006938934326,109422400,0.0,0.0
1995-07-26 00:00:00-04:00,3.7402922637067113,3.759448688656278,3.6349319264840956,3.6780335903167725,77470400,0.0,0.0
1995-07-27 00:00:00-04:00,3.6971886157989498,3.740290847924177,3.6876104069497297,3.69718861579895,52916800,0.0,0.0
1995-07-28 00:00:00-04:00,3.6780320817558025,3.6780320817558025,3.5247807450159776,3.5487265586853027,158468800,0.0,0.0
1995-07-31 00:00:00-04:00,3.5678826157663583,3.5822496348323085,3.448154728715591,3.467311143875122,101435200,0.0,0.0
1995-08-01 00:00:00-04:00,3.476889268646027,3.482277010281326,3.366740176405836,3.4289982318878174,166144000,0.0,0.0
1995-08-02 00:00:00-04:00,3.486469383989827,3.5487280581506395,3.3715308328692832,3.409843683242798,129804800,0.0,0.0
1995-08-03 00:00:00-04:00,3.371529525817157,3.500835638003087,3.3523731080568324,3.491257429122925,113536000,0.0,0.0
1995-08-04 00:00:00-04:00,3.5008339861325686,3.59661602973938,3.496044591648628,3.59661602973938,77705600,0.0,0.0
1995-08-07 00:00:00-04:00,3.620563390301376,3.6588762304103852,3.5152030800016,3.5870399475097656,64273600,0.0,0.0
1995-08-08 00:00:00-04:00,3.6061971328017344,3.6349317689810006,3.577462496622468,3.5822513103485107,43913600,0.0,0.0
1995-08-09 00:00:00-04:00,3.74507966004505,3.7594472656226174,3.6780321981005097,3.69718861579895,144384000,0.0,0.0
1995-08-10 00:00:00-04:00,3.716346510414518,3.721135909046225,3.596619144522027,3.6061973571777344,71883200,0.0,0.0
1995-08-11 00:00:00-04:00,3.6301411538544093,3.701978012527297,3.5295702532413356,3.69718861579895,97195200,0.0,0.0
1995-08-14 00:00:00-04:00,3.7115566243245883,3.8025493259671364,3.6684543875199327,3.783392906188965,88872000,0.0,0.0
1995-08-15 00:00:00-04:00,3.8025497252778355,3.807339123029088,3.7115570140800243,3.769026279449463,63267200,0.0,0.0
1995-08-16 00:00:00-04:00,3.769025883659104,3.788182303437276,3.7211348342136743,3.783392906188965,38118400,0.0,0.0
1995-08-17 00:00:00-04:00,3.788181325512011,3.860017588831737,3.7792014637553906,3.797759532928467,74564800,0.0,0.0
1995-08-18 00:00:00-04:00,3.8193105753375707,3.8217048349354608,3.7163445512655606,3.7211339473724365,77502400,0.0,0.0
1995-08-21 00:00:00-04:00,3.7355015391395208,3.7642361663636708,3.6157742180093053,3.62056303024292,110491200,0.0,0.0
1995-08-22 00:00:00-04:00,3.6445093599215053,3.8073389371869486,3.615774728639368,3.804943799972534,94320000,0.0,0.0
1995-08-23 00:00:00-04:00,3.8312848102060126,3.8504412342570427,3.7355026899508625,3.7498703002929688,111188800,0.0,0.0
1995-08-24 00:00:00-04:00,3.7594486415723587,3.7594486415723587,3.6588771195428604,3.6828229427337646,95275200,0.0,0.0
1995-08-25 00:00:00-04:00,3.692399582447225,3.706766602556516,3.6157739162445064,3.615773916244507,73489600,0.0,0.0
1995-08-28 00:00:00-04:00,3.615774297277078,3.615774297277078,3.443366530152522,3.450549602508545,112622400,0.0,0.0
1995-08-29 00:00:00-04:00,3.452944883737159,3.519992351531982,3.333216970371212,3.5199923515319824,163929600,0.0,0.0
1995-08-30 00:00:00-04:00,3.558304869330921,3.5918283079009274,3.505624428511305,3.572671890258789,79499200,0.0,0.0
