Date,AAPL_close,GOOG_close,MSFT_close
2020-04-16,69.57365417480469,62.87569808959961,169.4589080810547
2020-04-17,68.62963104248047,63.86003112792969,170.95213317871094
2020-04-20,67.20508575439453,63.03195571899414,167.56370544433594
2020-04-21,65.12776184082031,60.530303955078125,160.6337127685547
2020-04-22,67.00367736816406,62.86275100708008,166.08966064453125
2020-04-23,66.7440185546875,63.51466369628906,164.07958984375
2020-04-24,68.67088317871094,63.66395950317383,167.0755157470703
2020-04-27,68.71942138671875,63.493263244628906,166.59693908691406
2020-04-28,67.60552978515625,61.39271545410156,162.53854370117188
2020-04-29,69.82604217529297,66.75779724121094,169.8322296142578
2020-04-30,71.2990951538086,67.11511993408203,171.53602600097656
2020-05-01,70.15122985839844,65.71922302246094,167.09469604492188
2020-05-04,71.14376831054688,66.02726745605469,171.18185424804688
2020-05-05,72.21156311035156,67.23703002929688,173.01966857910156
2020-05-06,72.95660400390625,67.04743194580078,174.72340393066406
2020-05-07,73.71133422851562,68.30448150634766,175.738037109375
2020-05-08,75.46577453613281,69.09125518798828,176.7717742919922
2020-05-11,76.65326690673828,69.83224487304688,178.74356079101562
2020-05-12,75.77725219726562,68.46273803710938,174.69468688964844
2020-05-13,74.8623046875,67.1484603881836,172.0528564453125
2020-05-14,75.32223510742188,67.48684692382812,172.7995147705078
2020-05-15,74.87691497802734,68.33583068847656,175.31686401367188
2020-05-18,76.6410903930664,68.87079620361328,176.99192810058594
2020-05-19,76.1982192993164,68.35050964355469,175.76669311523438
2020-05-20,77.6801528930664,70.00443267822266,178.20474243164062
2020-05-21,77.10099792480469,69.80935668945312,176.06430053710938
2020-05-22,77.597412109375,70.18855285644531,176.1410369873047
2020-05-26,77.07180786132812,70.5169906616211,174.2789764404297
2020-05-27,77.4075927734375,70.55780029296875,174.5093231201172
2020-05-28,77.44166564941406,70.5025634765625,174.1157989501953
2020-05-29,77.3662109375,71.10919189453125,175.8915252685547
2020-06-01,78.31767272949219,71.2535171508789,175.48841857910156
2020-06-02,78.68025207519531,71.62176513671875,177.48484802246094
2020-06-03,79.1133804321289,71.48043823242188,177.91680908203125
2020-06-04,78.43206787109375,70.27613830566406,175.5747528076172
2020-06-05,80.66587829589844,71.58045959472656,179.68289184570312
2020-06-08,81.14278411865234,71.98951721191406,180.79632568359372
2020-06-09,83.70513916015625,72.46477508544922,182.17849731445312
2020-06-10,85.85865783691406,72.94699096679688,188.93577575683597
2020-06-11,81.73655700683594,69.8611068725586,178.7902374267578
2020-06-12,82.44222259521484,70.3259048461914,180.2012634277344
2020-06-15,83.46179962158203,70.65782928466797,181.35302734375
2020-06-16,85.67373657226562,71.79593658447266,185.7971343994141
2020-06-17,85.55451202392578,72.2139663696289,186.4402008056641
2020-06-18,85.58855438232422,71.45953369140625,188.43667602539065
2020-06-19,85.09945678710938,71.24853515625,187.31369018554688
2020-06-22,87.32596588134766,72.25079345703125,192.51605224609372
2020-06-23,89.18992614746094,72.87532806396484,193.8022003173828
2020-06-24,87.61553955078125,71.26097869873047,189.8956298828125
2020-06-25,88.77869415283203,71.72676849365234,192.29527282714844
2020-06-26,86.0509033203125,67.6744613647461,188.44630432128903
2020-06-29,88.0340805053711,69.4197006225586,190.4715576171875
2020-06-30,88.76895904541016,70.34729766845703,195.33795166015625
2020-07-01,88.6010513305664,71.56303405761719,196.4801788330078
2020-07-02,88.6010513305664,72.88976287841797,197.9775238037109
2020-07-06,90.97113037109376,74.43244934082031,202.23922729492188
2020-07-07,90.68888092041016,73.908935546875,199.8876037597656
2020-07-08,92.8010482788086,74.4473876953125,204.28370666503903
2020-07-09,93.20010375976562,75.19335174560547,205.7138671875
2020-07-10,93.36312866210938,76.72359466552734,205.08999633789065
2020-07-13,92.9324188232422,75.21076965332031,198.7549743652344
2020-07-14,94.4703140258789,75.67058563232422,199.9835968017578
2020-07-15,95.12001037597656,75.32522583007812,199.68606567382807
2020-07-16,93.9495620727539,75.54219818115234,195.7315216064453
