Date,Ticker,Open,High,Low,Close,Adj Close,Volume
2025-05-14,AAPL,212.42999267578125,213.94000244140625,210.5800018310547,212.3300018310547,212.3300018310547,49325800
2025-05-14,AMZN,211.4499969482422,211.92999267578125,208.85000610351562,210.25,210.25,38492100
2025-05-14,GOOGL,159.9600067138672,167.0,159.61000061035156,165.3699951171875,165.1700439453125,48755900
2025-05-14,INTC,22.350000381469727,22.459999084472656,21.459999084472656,21.520000457763672,21.520000457763672,91584800
2025-05-14,MSFT,448.1400146484375,453.8999938964844,448.1400146484375,452.94000244140625,452.1099853515625,19902800
2025-05-14,NVDA,133.1999969482422,135.44000244140625,131.67999267578125,135.33999633789062,135.33059692382812,281180800
2025-05-14,PLTR,129.00999450683594,133.49000549316406,127.55899810791016,130.17999267578125,130.17999267578125,96611500
2025-05-14,RIOT,9.029999732971191,9.0600004196167,8.800000190734863,8.90999984741211,8.90999984741211,20643300
2025-05-14,SOFI,14.4399995803833,14.779999732971191,13.9399995803833,14.029999732971191,14.029999732971191,77903700
2025-05-14,TSLA,342.5,350.0,337.0,347.67999267578125,347.67999267578125,136997300
2025-05-15,AAPL,210.9499969482422,212.9600067138672,209.5399932861328,211.4499969482422,211.4499969482422,45029500
2025-05-15,AMZN,206.4499969482422,206.8800048828125,202.6699981689453,205.1699981689453,205.1699981689453,64347300
2025-05-15,GOOGL,165.83999633789062,166.2100067138672,162.3699951171875,163.9600067138672,163.76174926757812,33146700
2025-05-15,INTC,21.229999542236328,21.6299991607666,21.190000534057617,21.549999237060547,21.549999237060547,66705500
2025-05-15,MSFT,450.7699890136719,456.19000244140625,450.42999267578125,453.1300048828125,453.1300048828125,21992300
2025-05-15,NVDA,134.2899932861328,136.3000030517578,132.66000366210938,134.8300018310547,134.8206329345703,226632600
2025-05-15,PLTR,128.3699951171875,130.1999969482422,125.73999786376953,128.1199951171875,128.1199951171875,69503000
2025-05-15,RIOT,8.729999542236328,8.800000190734863,8.392000198364258,8.699999809265137,8.699999809265137,28851800
2025-05-15,SOFI,13.90999984741211,13.949999809265137,13.329999923706055,13.569999694824219,13.569999694824219,66129800
2025-05-15,TSLA,340.3399963378906,346.1400146484375,334.7200012207031,342.82000732421875,342.82000732421875,97882600
2025-05-16,AAPL,212.36000061035156,212.57000732421875,209.77000427246094,211.25999450683594,211.25999450683594,54737900
2025-05-16,AMZN,206.85000610351562,206.85000610351562,204.3699951171875,205.58999633789062,205.58999633789062,43318500
2025-05-16,GOOGL,167.72999572753906,169.35000610351562,165.6199951171875,166.19000244140625,165.9890594482422,42846900
2025-05-16,INTC,21.530000686645508,21.760000228881836,21.350000381469727,21.65999984741211,21.65999984741211,55795100
